Buffer_Diameter_m,% built-up,% vegetated,% bare soil,% rock,% water,% dense/high vegetation,% sparse/low vegetation,Building fraction (%),Road/impervious cover fraction (%),Average SVF,Average building height (m),Std dev of building height (m)
1000,10.607389385480237,0.007764375377545744,0.0,0.0,0.0029207576846544754,0.0,0.0,10.15568711356411,0.45518050818312883,0.8984431288643588,69.72093023255815,35.50763005419629
7000,5.734660197428828,0.1000291683939425,0.0,0.0,0.02660115263384106,0.0,0.0,5.267089535049695,0.3373784909181134,0.947329104649503,44.675387876218736,40.18563480322021
