station_id,theta_ols,kappa_ols,sigma_ols,theta_mle,kappa_mle,sigma_mle,mle_2_mu,mle_2_eta,mle_2_sigma_sq
Station6060,1.6849407564666934,0.20534412427813933,0.28889130278522296,1.6846780216694848,0.20531677981315455,1.2037175274217056,1.6849407546877782,0.20534424181570918,1.4491732294392698
Station6061,3.4993222752287614,2.8284883219362342,2.415746172052458,3.4992649597186043,2.828438547113989,8.375293262616452,3.497922770896196,1.0,65.30422573778432
Station6062,1.5207385877776196,3.431130902990434,1.1355772205099512,1.5207201844545577,3.431089787817174,4.157519360720935,1.5204631896432188,1.0,16.160092348700143
Station6063,4.633499951202359,0.19452185220176793,0.6350514954270771,4.63245711589045,0.19444434951955988,2.26292006154883,4.633499941666921,0.19452219473289367,5.122120725526197
Station6064,2.816091415186208,1.5621275098216199,1.2687818765522914,2.8160408618993014,1.5621046058043522,5.649831264037423,2.8159315699230274,1.0,31.00177844956063
Station6065,3.4229968346012707,0.32959067344725007,0.8449996534047776,3.422429533423743,0.32952664979515217,2.6980585635935674,3.422996834599599,0.32959066689344113,7.280861129407743
Station6066,4.776864039449929,1.4512064573734784,1.8429849498220623,4.7767658227331085,1.4511735088772881,7.956594262763145,4.776380709140057,1.0,61.58651472868196
Station6067,4.835498212661765,1.3273854936510632,1.9083537476691885,4.8353827058994385,1.3273528475510983,7.990990620247435,4.835730959311174,1.0,62.340433221219264
Station6068,2.5372376904561658,3.1756409842969386,1.580505949795208,2.5371992909274907,3.1755668579073264,5.37998615512938,2.537656035724614,1.0,26.81383749332306
Station6069,8.074800024177282,0.28624783024519607,1.0644154211461383,8.074363314612198,0.2862331556482116,6.385404637621732,8.074799995548718,0.28624805136957515,40.7756670775082
Station6070,1.8274211785112933,0.39491615157714277,0.6351266434811469,1.8271905018232348,0.39488420499157756,2.12306126189401,1.827421177824228,0.3949160572386707,4.507989158932933
Station6071,1.2211873369809476,0.738556133367956,0.3951718348990013,1.2211290545216367,0.7385225315601045,1.569426314489601,1.221187336976748,0.7385561436907951,2.4632235071128052
Station6072,2.539727682542687,0.4338696395191858,0.5183290412826097,2.539548658329974,0.4338326647885967,2.2114268941000756,2.539727681711188,0.43386953104739695,4.890775493102255
Station6073,4.065570445614347,0.026419913723060042,0.1535389172067524,4.057601512289498,0.02621657872008193,0.493549770294738,4.065569783353715,0.026420672481914494,0.24425259984436332
Station6074,3.219837680480955,1.2639149652682284,1.2030077782549047,3.2197011152920765,1.2638120141085416,3.8787122059246713,3.219693030586165,1.0,14.536598097206937
Station6075,5.390460864773764,0.06271534500951054,0.28795964706811983,5.387721755342692,0.06263088436275176,1.2044575972824105,5.390460843646183,0.06271520239886072,1.4515617048852252
Station6076,2.4282484338653116,0.9080070943881805,0.9158403599893497,2.4281367864628467,0.90796397332207,3.344640374566868,2.4282484344931525,0.9080075857045958,11.187173143787001
Station6077,2.0476110169371724,0.29071427377451897,0.32445204798255106,2.047348015075441,0.29065227483212974,1.2529188582650808,2.0476110167057877,0.29071423666701574,1.570028990161842
Station6078,5.781560694774819,0.7464601302549866,1.2876893323026413,5.7812917141007745,0.7463907329287601,5.1565938550209625,5.781560694801586,0.7464601368104683,26.59184735597215
Station6079,6.465677380979409,0.806269277768076,1.438350010839653,6.465367616424194,0.8061756754301506,5.460686276632267,6.465677380909254,0.8062692546055288,29.8207568484528
Station6080,3.4711705779215682,0.3067335188100644,0.4704854011033456,3.4706006433441083,0.30656735744599545,1.5662951881379665,3.4711705777806308,0.30673349705221503,2.4537995333195557
Station6081,1.4869513533177476,0.3652891032106665,0.44711277097670515,1.4867518896136447,0.36525100440042435,1.507489289241985,1.4869513533178196,0.36528910324378366,2.2728490130679884
Station6082,3.2912644561199107,0.4477767533621056,0.8014825817879573,3.2909124586083887,0.4477088665234157,2.7325145466747003,3.291264456121647,0.44777674081550023,7.4675291668015635
Station6083,2.827662895324451,1.038433593917473,1.1963479935075205,2.827547251919713,1.0383929727187813,4.3311531511997625,2.8276516075571805,1.0,18.660813876740363
Station6084,4.317485147820024,0.7225159465322847,1.4540823770377669,4.317284769295645,0.7224885767020705,5.922945891043269,4.31748514783046,0.7225159507160942,35.082994351624215
Station6085,2.7185373872752554,0.6477243758037738,1.1244628623358277,2.718294845447955,0.6476739128556825,3.491491332579361,2.7185373868036646,0.6477244911015348,12.191696195265772
Station6087,0.7042336578203274,1.6437582083446038,0.34227518592019146,0.7042238224927172,1.6437444516309572,1.6840902428537583,0.7044076588752991,1.0,2.7643667420694507
Station6088,4.076042318554707,1.5130712332016654,1.2725793559962537,4.075941663454549,1.5129880042791652,4.912388911454653,4.075026051741445,1.0,23.259315197369993
Station6089,8.556924391503872,0.24445702300846694,0.8714081950108769,8.556323447611488,0.24443127950523488,4.962957079648306,8.556924391503474,0.24445702299817657,24.632749620161583
Station6090,3.2649024752571667,0.47831231507607197,0.9166841779890124,3.264528012410709,0.4782399024119581,2.9221120559474683,3.264902515394947,0.4783255817143113,8.539884917618844
Station6091,5.741457045550021,0.17851858571448287,0.7312767316541343,5.74071470213311,0.17849664604585638,3.592978156641347,5.741457045441384,0.17851858462070264,12.911221513367014
Station6092,1.7073329918391775,2.4943648425318092,1.3959996823878098,1.7072988805249947,2.494328402244771,4.667360505912729,1.7069007759420092,1.0,20.239243373585953
Station6093,4.561809492885997,0.18468162383294912,0.44868569948684384,4.561031693406256,0.18460960192872852,1.8856547940305475,4.561809492835728,0.18468161696609156,3.5563770574449545
Station6094,2.159041176657014,0.7401084213261758,1.2619933714488436,2.1588641624066036,0.7400764491889108,3.8260790558239766,2.1590411769242723,0.7401085389076556,14.6401478143483
Station6096,2.286604838425629,0.5861977817443119,0.9017228918958727,2.2863493480662656,0.5861324953704709,2.632889133709091,2.286604838385249,0.586197772619422,6.932966380624085
Station6097,3.250366407372536,0.36913507257198414,0.5933868073440169,3.2500613693042646,0.3690842502200528,2.3789270807328,3.250366407250398,0.3691350563591741,5.659872092382133
Station6098,7.469294322159194,0.6669091671394917,1.4563764130174435,7.4690090235381215,0.6668663250287561,6.806290028964814,7.469294322163826,0.6669091680335052,46.327486476191424
Station6100,1.086063152574403,1.1842948670300975,0.4012155182172609,1.0860224422383993,1.1842282623019906,1.4209187992901064,1.0860372631708592,1.0,1.9752307095392596
Station6101,1.3240060646900265,1.140970059983881,0.8047442094292293,1.323950305327436,1.1409421009241183,2.7394908377290617,1.3240060646900258,1.0,7.363221386607827
Station6102,2.553084641742938,0.5874814765860316,0.9409994595526735,2.5528505134199295,0.5874317884330322,3.027041587091952,2.5530846044056874,0.5874711353561821,9.163863984494585
Station6103,6.9082151984044975,0.027590361186799355,0.1270297085186857,6.902885200935629,0.027448712364146876,0.6393161623451925,6.9082151436864185,0.02759044943801298,0.40912551366610483
Station6106,5.683741834197052,1.3250679137751873,1.903905538921112,5.683624311507119,1.3250343816670325,8.576022552046906,5.684395624926752,1.0,72.03842659594191
Station6107,1.0685677260679982,0.7509210142110995,0.20581576008871,1.068478895007151,0.7506028316529191,0.6146783895540197,1.0685677259855335,0.7509211670378123,0.3778783616901684
Station6108,6.9387930917492096,0.2097746258012771,0.7672936615437989,6.937647501893722,0.20969594725182036,3.07471977879942,6.938793090788899,0.20977455957064403,9.455677197305079
Station6109,2.8144282268506147,0.2555192607687107,0.3495739896797909,2.8139218356547464,0.25538262815607154,1.216514520322509,2.814428226845281,0.25551925825520894,1.4802374436837764
Station6110,3.9453077381109285,0.14652649327093223,0.28678546470483657,3.9442512852864153,0.14636238511845198,1.0799664957705701,3.945307735356845,0.14652628004961893,1.1667290715317047
Station6112,4.988606443700636,1.334625643909912,1.3426940344948863,4.988464850208649,1.334523792315008,5.14498051620903,4.988745574331909,1.0,25.715313531826776
Station6115,8.111180039953368,0.17334817346535628,0.5973769005039354,8.109802023312152,0.17324428125966496,2.6045281557869178,8.111180034886733,0.17334811805020256,6.78492228013406
Station6116,5.311190583974655,0.5146989984231318,0.8637260838590621,5.31070975918887,0.5145337702247746,2.985309321620632,5.31119058397465,0.5146989848906883,8.913111891687599
Station6117,4.518196709031261,1.6129082199520695,1.5375113632225068,4.518068802957898,1.6127948533963803,5.368818392288174,4.51817562725874,1.0,27.444659938308746
Station6121,3.737143250168124,1.10820373098025,1.1035652755207945,3.736970293258834,1.1080710370947446,3.667440704566973,3.7377924956915587,1.0,13.233241711929596
Station6123,0.0,inf,,0.0,inf,,-3.226873678424119e-89,0.11153490401989846,2.3227620543758408e-178
Station6124,2.0094123695314963,1.8140652528343453,0.9709396571271252,2.009343901416268,1.8139460294075214,2.916529485825844,2.0094745546009904,1.0,7.894595982231748
Station6125,5.97415674517946,0.07440329419290317,0.4128961561684938,5.969148423380326,0.07416786486797307,1.240843823471675,5.974156413286678,0.07440239674003979,1.5414773740731014
Station6126,4.310858555657572,0.6387383862527964,0.8453604553182728,4.310477521670063,0.6385286166359274,2.6597047471085387,4.310858555637585,0.6387383813433902,7.074881193628953
Station6127,3.2655814598778576,1.1449277903989754,1.0290204279018396,3.265453999744103,1.1448381077576322,3.6328314570818168,3.2654656440814924,1.0,12.959761340309306
Station6129,2.148601752251625,1.0538216355464012,0.615264900087628,2.148493176786041,1.0536772232362526,1.9889807711341883,2.1486427746355243,1.0,3.9209099654933306
Station6130,2.6924191233583445,0.09330557776950492,0.25301114996017504,2.6911517895815873,0.09322692510239143,0.9028892033190302,2.6924191127162156,0.09330547332400198,0.815643085814563
Station6131,4.225916273530868,0.9687174721650311,1.2435531810750053,4.225668215394939,0.9685731053854095,3.891046524915893,4.225916272856353,0.9687177290943527,15.141357313486365
Station6132,2.6990266867894026,0.7902381758556939,0.6304980201673044,2.698873968532113,0.7901251519873671,2.224343933370736,2.699026686687595,0.790238257771633,4.948041743650144
Station6133,5.513298565355362,0.6881625389760204,1.0274223369737525,5.512992729575253,0.688051063149695,3.919710671790868,5.513298564934911,0.6881626770423355,15.365152652608696
Station6134,4.090837222861432,0.5156788936487544,0.6771607649395568,4.090539159991573,0.5155764470419062,2.6035713000591416,4.090837222760268,0.5156789259841417,6.779167093431343
Station6135,3.2476616804989495,0.6824058379910438,0.7999334493960217,3.247382762573934,0.6822516412996057,2.467309659433203,3.2476616804780747,0.6824058060489369,6.088279582244755
Station6136,3.3028471418176544,0.4675532229142132,0.6702058651034255,3.302593526397866,0.46749718307221594,2.6394482742971586,3.3028471410775753,0.4675531257083842,6.967273856572003
Station6138,7.275781821736147,0.23666941943531714,0.8180055772124619,7.274945587540417,0.2366167632772373,3.6955882634951376,7.275781811960055,0.23666958805808294,13.659096169041836
Station6139,2.272381843339443,0.038992044060241676,0.11075344339080777,2.269273282336778,0.038803662262703834,0.3542949636716723,2.272381773657965,0.038992426659119686,0.12575576871527902
Station6142,2.1373180924446213,0.04180905552091265,0.1885640330606202,2.1323241651353197,0.041593340672991495,0.4526406830668417,2.1373179597536733,0.04180855936388387,0.20553261780585563
Station6143,5.001726326048941,0.4619984403213197,0.8473978155152483,5.00118823101391,0.46184214760489317,2.836433160881937,5.001726326326726,0.46199886834799003,8.046456073332113
Station6144,4.004077433179929,0.14685668637095065,0.38533665921035426,4.003189894747432,0.14679210359601452,1.5877738760046773,4.004077419037259,0.1468569019238715,2.521651720930536
Station6147,3.598732297893218,0.048631688356097866,0.21689297498759727,3.595860650816966,0.048553519674432756,0.8182825687415399,3.598732293834108,0.04863173162682506,0.6701960927888456
Station6149,0.5364368633025349,0.004441909462621165,0.023220819011471848,0.5226312752452398,0.004249254228458693,0.04709003653521149,0.5356685028395437,0.004493233758406925,0.002324057075821735
Station6994,8.6875,,,7.722222222222215,0.0016637204290762275,0.21454126725901682,8.6875,1.0,14.3521875
Station6995,12.655163505908991,0.0039053104108081977,0.1156451957433766,12.606478651067185,0.0036852326022947433,0.5096093168178556,12.641310341488087,0.00395037319015557,0.2637439341633608
Station9905,1.7345665994317252,0.1014640582564652,0.07401739721949746,1.7344167776064847,0.10144839122512661,0.5890098256402986,1.7345665994145791,0.10146406143324756,0.34696340141945275
Station9913,0.779969619187831,0.44666924151407533,1.0920992121993238,0.7797165390197586,0.44664704572233965,2.1590088635720726,0.7799696233432863,0.44666960495241353,4.6628876412164475
